24559
-24219506809241608/2199023255552 6886285062963193/2199023255552 -6095978364927985/549755813888 1722037043200001/549755813888 
-7464470288793601/1099511627776 6944796442624002/1099511627776 -7373344840089600/1099511627776 6912922248806403/1099511627776 
21134396568371196/4398046511104 -6288673498726395/4398046511104 21187736371199992/4398046511104 -6274581476147203/4398046511104 
13643718590463986/1099511627776 -1857562660044797/1099511627776 13615837374054404/1099511627776 -1845740175360005/1099511627776 
-16998546066636802/2199023255552 4418217338470403/2199023255552 -16926529866956802/2199023255552 4479873607270395/2199023255552 
5656636764979179/4398046511104 27028856661606380/4398046511104 1428859387904003/1099511627776 6745165188300796/1099511627776 
8613636603904003/1099511627776 7849512429158397/1099511627776 8519957662924805/1099511627776 7854446608383996/1099511627776 
2170555256012799/274877906944 867462178406399/274877906944 17385762534195208/2199023255552 6960967581695995/2199023255552 
4892919437721600/1099511627776 4687152336076797/1099511627776 4901106299699196/1099511627776 4695339617484797/1099511627776 
7073697890303991/2199023255552 -5955534192640007/2199023255552 7104651853823999/2199023255552 -5937176562892793/2199023255552 
9064700986811772/2199023255552 7725295912975573/2199023255552 688810474807079463787093721782132647251832/167026456959612002760061500252332490752 581294710137821982108546167697181710745123/167026456959612002760061500252332490752 
272612875/131072 602006400/131072 2258714283212801/1099511627776 5058807096934405/1099511627776 
5636558212300805/1099511627776 1238097303961598/1099511627776 22550507683840012/4398046511104 4840618983424015/4398046511104 
-2827279872819199/4398046511104 16289802643046418/4398046511104 -1483085237452799/2199023255552 8172952826675209/2199023255552 
212004350459904704/17592186044416 -8421724546662395/17592186044416 105998041323929296/8796093022208 -4333853946675203/8796093022208 
-1325669967462399/2199023255552 11573526737715204/2199023255552 -1349591656038399/2199023255552 11532565164851196/2199023255552 
4116380961996801/2199023255552 13066104209408010/2199023255552 8274920551219221/4398046511104 26102546300927996/4398046511104 
8912665313280005/4398046511104 18776773256806408/4398046511104 8892785151180815/4398046511104 18776773256806408/4398046511104 
74318035807739842981795678988634844577016312/20925660577618382300997690811351652368384 11387547127819504185662955526014328022110245/20925660577618382300997690811351652368384 31191757068697568/8796093022208 4815742146969603/8796093022208 
-5563672952832003/549755813888 3975384399871999/549755813888 -11154553516851146/1099511627776 7959369639526397/1099511627776 
103718031091302208/8796093022208 7678325266841599/8796093022208 51742028018483120/4398046511104 3805380450713599/4398046511104 
46001961933209528/4398046511104 6332584086732801/4398046511104 23057919482265660/2199023255552 3162437687705607/2199023255552 
-1136629225881600/549755813888 4333994036428799/549755813888 -2314701111295999/1099511627776 8623426948300801/1099511627776 
5795773301681967/2199023255552 8926390036420763/2199023255552 2867979392669862/1099511627776 4462459593829133/1099511627776 
7014294382182391/2199023255552 11696999497728002/2199023255552 3490884406476797/1099511627776 5850939156070403/1099511627776 
-8643292010905576/549755813888 3233542255411199/549755813888 -17348505370623980/1099511627776 6457868366643195/1099511627776 
-6686294356787214/4398046511104 5905572062822405/4398046511104 -1670807184998405/1099511627776 1489422725939195/1099511627776 
32827357790207960/2199023255552 -2076094077337601/2199023255552 131395491568025648/8796093022208 -8388053513011195/8796093022208 
-8174630548275198/1099511627776 7908860991897597/1099511627776 -8198598479052801/1099511627776 7895063409459197/1099511627776 
5458157266534403/8796093022208 12098801238015982/8796093022208 5018219655987203/8796093022208 12146524028928024/8796093022208 
-142672545605222384/17592186044416 -7590575393996801/17592186044416 -142211910362726384/17592186044416 -7097727896780801/17592186044416 
-1894405426380797/1099511627776 1629931490508805/1099511627776 -3735386324992007/2199023255552 3293515769446389/2199023255552 
7334583599104019/4398046511104 23939449775718400/4398046511104 472228298752000/274877906944 1499906493644799/274877906944 
3222308231577599/8796093022208 5628006865305603/8796093022208 2873762617753600/8796093022208 5610493129523203/8796093022208 
-12821055353651196/1099511627776 8019666953830403/1099511627776 -12802628937318444/1099511627776 8028425499443205/1099511627776 
11006885494783996/2199023255552 8859687898316801/2199023255552 10967119298560008/2199023255552 8852669988864005/2199023255552 
4949345828863989/2199023255552 9316174974156804/2199023255552 4942169794150409/2199023255552 9313304392499198/2199023255552 
-30098577162239980/4398046511104 -5525435999846419/4398046511104 -7528616296447999/1099511627776 -1369506106572797/1099511627776 
8727893751240497/4398046511104 13889143001108930/4398046511104 4375602440180983/2199023255552 7068120484898075/2199023255552 
3337765886361598/549755813888 2848955616460801/549755813888 6656878863974404/1099511627776 5704694261350403/1099511627776 
1784911652454401/2199023255552 8090694975487992/2199023255552 3671787674009601/4398046511104 16198410436607998/4398046511104 
-29714029949747212/4398046511104 2753657883852801/4398046511104 -59173260964659224/8796093022208 5475274221158403/8796093022208 
7081202339020795/4398046511104 20355299567206400/4398046511104 7057932340428803/4398046511104 20348140729139208/4398046511104 
8852473695436817/8796093022208 25133596645785596/8796093022208 8812780480102427/8796093022208 24792363171839968/8796093022208 
49715273216819392/4398046511104 -3663865892044799/4398046511104 24799406247116812/2199023255552 -1857217049395201/2199023255552 
8069496211029292/2199023255552 7971326916863231/2199023255552 2015552441861547/549755813888 1996323150099371/549755813888 
4737559900979199/549755813888 1546768613375999/549755813888 18896834369945608/2199023255552 6236158715494393/2199023255552 
10499756392448000/1099511627776 4843351572479999/1099511627776 5288750586265599/549755813888 2368234481254399/549755813888 
19127148635750400/2199023255552 5823852760268803/2199023255552 19187148993331200/2199023255552 5853302226943989/2199023255552 
13709143021977602/2199023255552 5524330381311995/2199023255552 6818833524326395/1099511627776 2756500783104005/1099511627776 
19609891215769560/1099511627776 7055962695270401/1099511627776 19613107408076780/1099511627776 7039325569023999/1099511627776 
-3133009402265609/2199023255552 -16283256173363204/2199023255552 -6509548483379219/4398046511104 -32463859272908820/4398046511104 
5640798653644797/1099511627776 4936256664371196/1099511627776 5653651259392003/1099511627776 4954052676812795/1099511627776 
-2734407496499201/1099511627776 7988108171673598/1099511627776 -5337930897817603/2199023255552 15922799365324790/2199023255552 
-5629860747673605/4398046511104 10104460856524790/4398046511104 -5679152208281621/4398046511104 10028679010713610/4398046511104 
-18572463675801580/1099511627776 6955252423065595/1099511627776 -18600619199692792/1099511627776 6956768244531199/1099511627776 
-6480457629695988/549755813888 -4083469936230399/549755813888 -6442226129305586/549755813888 -4096213909503999/549755813888 
-2199247650815999/274877906944 205930260070400/274877906944 -35273281267302388/4398046511104 3217523159859199/4398046511104 
3649786452377601/1099511627776 7367254710681597/1099511627776 3611676167372803/1099511627776 7373662768332795/1099511627776 
-7259631386624017/549755813888 3071321256755199/549755813888 -14520188875571180/1099511627776 6152221045555201/1099511627776 
-7737920454656000/1099511627776 -2580842702438399/1099511627776 -15469921907507210/2199023255552 -5129543195033603/2199023255552 
-12333989285068800/2199023255552 -6388481156710403/2199023255552 -12512638114201600/2199023255552 -6568246928998409/2199023255552 
-7415782807961596/1099511627776 -5454014133043199/1099511627776 -7424147088998397/1099511627776 -5476337057792000/1099511627776 
-10210095241625602/1099511627776 8399359678873597/1099511627776 -10212397075660796/1099511627776 8416102501580805/1099511627776 
-7458673760665595/1099511627776 7646859598233598/1099511627776 -7392694003302399/1099511627776 7643658505420803/1099511627776 
-4944058908672000/549755813888 758095544320001/549755813888 -19791209299968000/2199023255552 3037897477324789/2199023255552 
3651840403046405/1099511627776 7631013517721599/1099511627776 7363260055551999/2199023255552 15252202297753598/2199023255552 
-6276181183692803/1099511627776 5902918746111999/1099511627776 -1568598497689599/274877906944 1474260841267199/274877906944 
5576594764595217/4398046511104 19705033129984012/4398046511104 2743775893913601/2199023255552 9827349063270402/2199023255552 
4143813387878399/4398046511104 20391511510220820/4398046511104 8119356332441603/8796093022208 40631058353356832/8796093022208 
-2568339901644801/274877906944 1994153315532800/274877906944 -10282643279052798/1099511627776 7961001223782399/1099511627776 
201105495136666080/17592186044416 7767348530380793/17592186044416 201154350389656768/17592186044416 7474210301542403/17592186044416 
4953966274150397/2199023255552 2769167790899193/2199023255552 9951622096486420/4398046511104 5295411560447989/4398046511104 
4333953351679995/2199023255552 17411322622771210/2199023255552 4427846621593601/2199023255552 17399798353100800/2199023255552 
26279116432998468/2199023255552 7610358248243207/2199023255552 6587401895936017/549755813888 1890409932390402/549755813888 
2532170950246398/1099511627776 5264136732672003/1099511627776 619126089318400/274877906944 1312736201932799/274877906944 
15090686361600014/1099511627776 4033583723315205/1099511627776 7552538089881603/549755813888 2015406902476802/549755813888 
13360555255398382/4398046511104 -6865105086054379/4398046511104 13162919650918392/4398046511104 -6874655096831999/4398046511104 
5252252591718405/1099511627776 4730613714124801/1099511627776 5271037201612796/1099511627776 4718749705830397/1099511627776 
3227748034150407/2199023255552 -1305707701862401/2199023255552 12537014570188802/8796093022208 -5202680951603201/8796093022208 
-16613014031564800/2199023255552 4648277010022399/2199023255552 -8290346362470403/1099511627776 2312291273932804/1099511627776 
5353096662220796/1099511627776 5046987128832003/1099511627776 5333323035443198/1099511627776 5034134523084797/1099511627776 
19614942835507204/2199023255552 4760104284979205/2199023255552 19621709086719996/2199023255552 4741958887014391/2199023255552 
7474669158399997/1099511627776 -9895604649984000/1099511627776 7364717995622397/1099511627776 -9895604649984000/1099511627776 
-14568893133619248/1099511627776 6338212423270399/1099511627776 -14486261989375966/1099511627776 6245099293900797/1099511627776 
6639406232371205/1099511627776 4556325283430395/1099511627776 396017600/65536 272227125/65536 
-3154173021388797/1099511627776 8995179017011197/1099511627776 -6088391707852809/2199023255552 18002273212825606/2199023255552 
-9437374421401600/1099511627776 8547580510208001/1099511627776 -9382564095590406/1099511627776 8522019582771203/1099511627776 
11991624187904020/1099511627776 8429353146777603/1099511627776 12079242359603162/1099511627776 8434162335743997/1099511627776 
27620189772185572/2199023255552 2455517108633601/2199023255552 55207234476441408/4398046511104 4899786352230387/4398046511104 
-12784245302886394/2199023255552 -7520477668966397/2199023255552 -12800251605811196/2199023255552 -7547521702297601/2199023255552 
1772027799142405/1099511627776 4801481513369597/1099511627776 858497692467202/549755813888 2416271844966401/549755813888 
104087519074713792/8796093022208 -7323272400076803/8796093022208 52104009875456040/4398046511104 -3632968971059199/4398046511104 
-138808618542694400/17592186044416 -8841222055526397/17592186044416 -139123533597900768/17592186044416 -8787184320511995/17592186044416 
8975195675033601/1099511627776 7875763739033604/1099511627776 9002254807859197/1099511627776 7871544269209603/1099511627776 
574014188589679160771288738982030015284888928/173063981952841432586787569370890695081984 65339357320332623606054263160571466309452383/173063981952841432586787569370890695081984 58081284803884320/17592186044416 6817269799751231/17592186044416 
-4137770654105597/8796093022208 48977387769036816/8796093022208 -2063316549632001/4398046511104 24536295879475216/4398046511104 
650339800007747336686249692203694190285517206/167564334352604399942687033684446211473408 559183348287112860193809524007958060632930255/167564334352604399942687033684446211473408 1671176421107804953028008435023324064654535/426837946853042303588885018113801715712 1431429362185796587549175140242136700678459/426837946853042303588885018113801715712 
-14601348657971242/1099511627776 7671869394124799/1099511627776 -14579466135142352/1099511627776 7671907981721595/1099511627776 
-8594123862835204/1099511627776 8581670974259205/1099511627776 -8573857824768001/1099511627776 8542562444902395/1099511627776 
-1947112937881599/274877906944 1285132124160001/274877906944 -7751401786572798/1099511627776 5176995033907201/1099511627776 
9822221789064506/2199023255552 8731747716848067/2199023255552 9812661272108168/2199023255552 8743514506948173/2199023255552 
13167994758758386/4398046511104 -1251899814707199/4398046511104 52357533741875184/17592186044416 -5110118534348797/17592186044416 
7675391770624019/4398046511104 -448690126848001/4398046511104 62129889607680048/35184372088832 -2914245201100799/35184372088832 
9885197742899188/4398046511104 -4539726325350407/4398046511104 19649277408051176/8796093022208 -8834136198348765/8796093022208 
-26903863046963092/2199023255552 8395554606284791/2199023255552 -6726227486310400/549755813888 2095343835545601/549755813888 
-3735386324992007/2199023255552 3293515769446389/2199023255552 -7327631959654382/4398046511104 6735470474035191/4398046511104 
-7871883168972789/4398046511104 35046231847731212/4398046511104 -8344452884070379/4398046511104 35021649870847988/4398046511104 
1421080631705601/549755813888 3086605719961600/549755813888 5647030131097609/2199023255552 12349812716339202/2199023255552 
-7127503260876801/1099511627776 5266509450444798/1099511627776 -7128876476006395/1099511627776 5255840818790402/1099511627776 
3163711078400003/1099511627776 7517991285555200/1099511627776 6352893745561591/2199023255552 15082071261184006/2199023255552 
4834407638630403/274877906944 -1140814512128001/274877906944 2413001126707195/137438953472 -572359599718400/137438953472 
-4929278600806401/549755813888 1657440986726400/549755813888 -9838499201024004/1099511627776 3310337025638401/1099511627776 
-527095405373030336/70368744177664 -1207861719859199/70368744177664 -4240245976675123200/562949953421312 -6939454157619217/562949953421312 
-2306739483443201/274877906944 1796557556940799/274877906944 -9187086041087998/1099511627776 7171923456819203/1099511627776 
-5514385686528003/1099511627776 7466553180160002/1099511627776 -2764573350297599/549755813888 3737765334220799/549755813888 
-9230935811686404/1099511627776 8211422982963195/1099511627776 -9275942371328002/1099511627776 8205995553587205/1099511627776 
11922835085721608/2199023255552 8216716194611197/2199023255552 11916260933632010/2199023255552 8253967486156795/2199023255552 
1683038824038395/1099511627776 4999325994188799/1099511627776 6712465555456013/4398046511104 20009833201664004/4398046511104 
2797990628556811/274877906944 348489882009601/274877906944 44654587071692688/4398046511104 5530891950489613/4398046511104 
15112033691238386/1099511627776 -3888511555993595/1099511627776 15102175399116814/1099511627776 -3896241238835195/1099511627776 
-31219570337382396/4398046511104 5246242992947213/4398046511104 -7849408410419205/1099511627776 1304080941056004/1099511627776 
53431473537023832/4398046511104 6315300198809587/4398046511104 53401475874816000/4398046511104 6348759000678405/4398046511104 
-5538126286028802/1099511627776 7683741791027201/1099511627776 -2798995793510398/549755813888 3845985927168001/549755813888 
60799692765355109122461689093333246050321/14506657772638422590954942968962744320 53159681752045142587346172519469314028339/14506657772638422590954942968962744320 1845757668378098160447945069599642692814316/435879428834951818100315787691003215872 1616840666548759114747224354501758343829167/435879428834951818100315787691003215872 
8991396593663997/1099511627776 3341412204544002/1099511627776 17955540277657600/2199023255552 6689367942758403/2199023255552 
-7233575531315201/1099511627776 -5284225771110395/1099511627776 -7242930506956801/1099511627776 -5291410613862399/1099511627776 
-16662203151155196/2199023255552 8126314682777599/2199023255552 -16647219419545594/2199023255552 8088502193356801/2199023255552 
705159652966400/274877906944 1653538186854399/274877906944 5574404079615991/2199023255552 13222005650227200/2199023255552 
1986311225343999/1099511627776 6515372274483197/1099511627776 1999054988902397/1099511627776 6525065311027197/1099511627776 
-13016165987123148/1099511627776 8025408117145595/1099511627776 -6547775370035212/549755813888 3994778861567999/549755813888 
17462764922470390/4398046511104 6360570160742405/4398046511104 4351977534259195/1099511627776 1599938127462397/1099511627776 
6544211889356807/2199023255552 10403676631859194/2199023255552 1635117118259199/549755813888 2603102712627199/549755813888 
12899284995276820/1099511627776 5099458710732801/1099511627776 12916704778649628/1099511627776 5108800264601601/1099511627776 
3054363266252803/1099511627776 5327867084800004/1099511627776 3049995947212805/1099511627776 5329114890240000/1099511627776 
3797458249318395/2199023255552 13536164891852796/2199023255552 7632305363353597/4398046511104 26922500856217608/4398046511104 
5844309219737574/549755813888 765940046233599/549755813888 46705239339827008/4398046511104 6116055659315213/4398046511104 
-12660529273241604/2199023255552 -4211380269875201/2199023255552 -25396294293913612/4398046511104 -8574075928576009/4398046511104 
-5995279417344004/1099511627776 8032435254067197/1099511627776 -6041412567040005/1099511627776 8059415533977597/1099511627776 
3572820554547207/2199023255552 10186600428339196/2199023255552 1782382906572796/1099511627776 5091062552985599/1099511627776 
3031873198489597/1099511627776 6339398991872004/1099511627776 6062306072985611/2199023255552 12670156039782400/2199023255552 
-5504466157567995/1099511627776 7583353641369596/1099511627776 -5505818401177598/1099511627776 7600719737651203/1099511627776 
14207151190835242/1099511627776 -7368141386547205/1099511627776 14252531882393580/1099511627776 -7312083674726395/1099511627776 
-17048845837926400/2199023255552 1541693924966401/2199023255552 -68339546613350392/8796093022208 6323269376409597/8796093022208 
22704328868081204/4398046511104 6684651472352585/4398046511104 5544276457189355/1099511627776 1638211428130410/1099511627776 
3058967982899207/274877906944 25576267776000/274877906944 391143289048268032/35184372088832 3271394171289599/35184372088832 
109133897610035104/35184372088832 -6593080564121591/35184372088832 6784887344332805/2199023255552 -324216658329599/2199023255552 
-27267698786304008/4398046511104 4677362830540795/4398046511104 -27325893915443192/4398046511104 4640899648716785/4398046511104 
7845539584409597/1099511627776 -7839848752742397/1099511627776 7930498567372801/1099511627776 -7754889769779205/1099511627776 
-2977475801907201/2199023255552 2701310033919990/2199023255552 -741516142182401/549755813888 654375858995202/549755813888 
5093958719897605/2199023255552 9073324772556790/2199023255552 2542500472422400/1099511627776 4535228353740803/1099511627776 
-15338690523955206/2199023255552 4072308054425595/2199023255552 -30828352503807996/4398046511104 8038068204339181/4398046511104 
120641418213199276916617885754854499576574574/38137641861194387503071234749643968479232 13921335979273993676039381666055618282595583/38137641861194387503071234749643968479232 57166658708815709808052912271769152392474640/17866502268939354180159755054236594864128 6360110443924206008843280487965967327648539/17866502268939354180159755054236594864128 
1661430818406399/1099511627776 4919247503359995/1099511627776 3331343568076809/2199023255552 9883193704448004/2199023255552 
21612224000910568/4398046511104 6298648889990527/4398046511104 10723733400560938/2199023255552 3083421565079791/2199023255552 
6288908379750401/1099511627776 5616516988928004/1099511627776 3160563462963201/549755813888 2807410615910398/549755813888 
213129390299545536/17592186044416 -5791863223091207/17592186044416 26652746711040088/2199023255552 -666659192831999/2199023255552 
3695596640665605/274877906944 1959299907583999/274877906944 14824337991270442/1099511627776 7841528152064001/1099511627776 
-465890400/65536 297141675/65536 -7796435189759995/1099511627776 4988174178713603/1099511627776 
-7444366150860827/549755813888 3213474398208000/549755813888 -3725546907238407/274877906944 1607677037772800/274877906944 
-11146220273663994/1099511627776 8323724633702399/1099511627776 -11192721683251158/1099511627776 8319964020735999/1099511627776 
-2130482036736001/2199023255552 11950054440960008/2199023255552 -1019316535296000/1099511627776 5965761164083203/1099511627776 
-23163693118259220/2199023255552 4904167302758403/2199023255552 -11614716480716756/1099511627776 2482770228019203/1099511627776 
-9965995137433606/1099511627776 6995759333375995/1099511627776 -10047612937830406/1099511627776 7016040470937603/1099511627776 
-7429759906611197/1099511627776 5187658212966402/1099511627776 -13822950/2048 9637475/2048 
-5508008666726421/549755813888 -4098919235584001/549755813888 -11034176153190444/1099511627776 -8185732870963199/1099511627776 
-12800251605811196/2199023255552 -7547521702297601/2199023255552 -12826040703385594/2199023255552 -7579699563724799/2199023255552 
14778140249292798/2199023255552 5438570286284797/2199023255552 14712648708915192/2199023255552 5446815868518405/2199023255552 
65629918855167888/4398046511104 -2737777619763199/4398046511104 131101608430796416/8796093022208 -5324959173836801/8796093022208 
-1427744000/131072 344793525/131072 -2995760450764811/274877906944 727275955814401/274877906944 
5680345487769599/1099511627776 4772137743155196/1099511627776 2835229337190400/549755813888 2395461176524799/549755813888 
-7250105283379203/549755813888 2970772255539201/549755813888 -7243182165196793/549755813888 2967839388467199/549755813888 
918907099545600/1099511627776 6388879196159995/1099511627776 7242579863142399/8796093022208 51090303641190384/8796093022208 
-2273859705241600/274877906944 1924920036556799/274877906944 -9137955641753602/1099511627776 7693733462015999/1099511627776 
-52924828457369568/8796093022208 6015704838963203/8796093022208 -26401598498406400/4398046511104 3066933175910399/4398046511104 
-2897919501926401/549755813888 2586123540889599/549755813888 -5812666551500805/1099511627776 5140023921868799/1099511627776 
2544900243456003/1099511627776 4127056723967995/1099511627776 2519745744076795/1099511627776 4129810284544003/1099511627776 
7155254453862400/1099511627776 7613528303206397/1099511627776 7208291427942402/1099511627776 7608666266009599/1099511627776 
-10868202510745600/1099511627776 8571583673139203/1099511627776 -2723000247910401/274877906944 2140494259814400/274877906944 
8897855225856007/549755813888 3023770432307200/549755813888 1114232691097597/68719476736 377009287987200/68719476736 
235228513697791904/17592186044416 -6504278340403195/17592186044416 235030086208716704/17592186044416 -6985484546867201/17592186044416 
-8916868005887998/1099511627776 -8111715988275203/1099511627776 -4441442038579199/549755813888 -4026122475929600/549755813888 
-7608956511846398/1099511627776 -5777880252415999/1099511627776 -7588481597440003/1099511627776 -5791712647577604/1099511627776 
866915741125834112/70368744177664 5572917198847997/70368744177664 436391306382541376/35184372088832 2658669481164799/35184372088832 
-6922362368819201/4398046511104 5871848180940818/4398046511104 -6854914185625589/4398046511104 5874913797734412/4398046511104 
-34146060389580812/2199023255552 4234657818214395/2199023255552 -68366074747289736/4398046511104 8423867836006397/4398046511104 
56377915054489488/4398046511104 -6716230782156779/4398046511104 14103414308863986/1099511627776 -1688824656691199/1099511627776 
27239100343910340/2199023255552 -2139869098803201/2199023255552 109223232929791728/8796093022208 -8368815918284799/8796093022208 
-8667548509798395/1099511627776 5910812006809599/1099511627776 -8637131417190398/1099511627776 5911605569126403/1099511627776 
-5406772428799997/8796093022208 -62141063233536024/8796093022208 -4863031246848003/8796093022208 -62344966805913624/8796093022208 
-9023203678617596/1099511627776 7683093351628797/1099511627776 -4530557157375999/549755813888 3846938034175999/549755813888 
8055321893273597/1099511627776 5950800920576004/1099511627776 8075332917657601/1099511627776 5936247524556800/1099511627776 
-4715996984115202/549755813888 3638270571315201/549755813888 -9439856610508804/1099511627776 7266863205580805/1099511627776 
13364508806348828/1099511627776 3140353838284795/1099511627776 6682951915929588/549755813888 1561451403673599/549755813888 
-4614303986483187/35184372088832 151343936936345504/35184372088832 -4763989888204811/35184372088832 151512366763212928/35184372088832 
-8158578946867195/1099511627776 7875407223193602/1099511627776 -8126300422144002/1099511627776 7884039939686403/1099511627776 
-5115347153715197/2199023255552 14546628090265608/2199023255552 -2543987562905603/1099511627776 7273339210956800/1099511627776 
-8113364349747203/1099511627776 7287876668620804/1099511627776 -8077722832076797/1099511627776 7300042666803202/1099511627776 
-26865681458790332/2199023255552 8328001146060809/2199023255552 -26867703113318296/2199023255552 8351350836428793/2199023255552 
-7608610062336003/8796093022208 33879571090636804/8796093022208 -7756974338867199/8796093022208 33845600583679992/8796093022208 
-5987003216691203/8796093022208 32705837059276824/8796093022208 -3089258197811201/4398046511104 16379569137254390/4398046511104 
7850037556019201/1099511627776 4681898131455995/1099511627776 7830613734195201/1099511627776 4660046646476798/1099511627776 
15164923864678352/1099511627776 5059254629171203/1099511627776 7559174317670379/549755813888 2510365812326401/549755813888 
899751293747200/1099511627776 4835859706675199/1099511627776 6942566331187197/8796093022208 38618382991359992/8796093022208 
-9352745110732810/549755813888 3643531906252801/549755813888 -18676579722854420/1099511627776 7278233124863999/1099511627776 
7599275219353593/4398046511104 19017029700812784/4398046511104 7562848527974415/4398046511104 19060996073062396/4398046511104 
-9591212264652800/1099511627776 7101288860876797/1099511627776 -9652406321152004/1099511627776 7066413223116799/1099511627776 
27386949559910468/2199023255552 -3572321432371195/2199023255552 54799179028889544/4398046511104 -7038345779609621/4398046511104 
1287556956159999/274877906944 1073835356979199/274877906944 1772359513489224322765891640178195752696461/378629287416231795958905815080441479168 1481804080683300713844436199030011917796965/378629287416231795958905815080441479168 
30490298312294388/2199023255552 7678981255987195/2199023255552 30456223786598316/2199023255552 7648202614374405/2199023255552 
-10987048953446404/1099511627776 8302040082022401/1099511627776 -10965632837222404/1099511627776 8307570691276797/1099511627776 
17917323457331166/1099511627776 6485297437081605/1099511627776 8967125834137603/549755813888 3238515441663997/549755813888 
-16792268518195206/2199023255552 8294560799129603/2199023255552 -8365152613171198/1099511627776 4138801194598399/1099511627776 
20589964165120008/2199023255552 5298508215091199/2199023255552 10335128282726396/1099511627776 2633428579123199/1099511627776 
-16828569380454394/2199023255552 7954891800575999/2199023255552 -8408525071974403/1099511627776 3967019699404800/1099511627776 
2040670453760003/1099511627776 5035843701964795/1099511627776 2007650795519995/1099511627776 5033528026726397/1099511627776 
12810994057215976/1099511627776 5270037698969605/1099511627776 12765053006643224/1099511627776 5250514472140799/1099511627776 
3782098288640001/2199023255552 17573452605030408/2199023255552 7817195316838409/4398046511104 35143432326348792/4398046511104 
8902810376601597/4398046511104 30124541581721620/4398046511104 2217583889612796/1099511627776 7508942494105599/1099511627776 
-6905881270681597/1099511627776 7221806314291195/1099511627776 -6946411249663996/1099511627776 7250621182771201/1099511627776 
69143296055705600/70368744177664 7779675589836785/70368744177664 8585928192819197/8796093022208 1005878194995197/8796093022208 
3047549199974401/4398046511104 25576250068172784/4398046511104 376435349913600/549755813888 3191848357068801/549755813888 
858328383514215296/70368744177664 -7592453603327989/70368744177664 859899160428542720/70368744177664 -7723156504576009/70368744177664 
5111724113919999/549755813888 -4947802324992000/549755813888 5056748532531199/549755813888 -4947802324992000/549755813888 
-5427708297216007/4398046511104 5450471204454414/4398046511104 -5527261780377611/4398046511104 5491820331008016/4398046511104 
-9573342851891198/1099511627776 8413592630067205/1099511627776 -4820867586457599/549755813888 4216523744870400/549755813888 
-15666215334707200/2199023255552 -7152560032972797/2199023255552 -7841297465344001/1099511627776 -3536491590451197/1099511627776 
15042669969408008/2199023255552 8580693701427205/2199023255552 15055113630515190/2199023255552 8558917713919997/2199023255552 
-6679318809804804/1099511627776 8948092082585599/1099511627776 -6696963407872002/1099511627776 8985334985523199/1099511627776 
-1852281402163199/1099511627776 1605565625139198/1099511627776 -7484100470374403/4398046511104 6483592033075219/4398046511104 
-13479118163148802/2199023255552 -5133919951257603/2199023255552 -6802434215116803/1099511627776 -2498880759398404/1099511627776 
-2679159704780800/549755813888 -1576746667212801/549755813888 -2693165953843200/549755813888 -1589000221491199/549755813888 
6852801514700827/549755813888 -548152488755200/549755813888 109386367867289184/8796093022208 -8961082680934373/8796093022208 
109353793224704192/8796093022208 7221048822988799/8796093022208 109435766702080000/8796093022208 7444762932019199/8796093022208 
17943360018841572/1099511627776 6854691468083205/1099511627776 17945438715904034/1099511627776 6838440217804805/1099511627776 
-10681038405632002/1099511627776 8126280289484797/1099511627776 -10635912727756798/1099511627776 8114904498176005/1099511627776 
4103979663359994/2199023255552 -7436031229952005/2199023255552 4019091983564806/2199023255552 -7302036638924793/2199023255552 
1396151704512102144/140737488355328 8089126305791999/140737488355328 347948024489574336/35184372088832 4881713935155193/35184372088832 
-7710659995238403/8796093022208 35366441792307220/8796093022208 -7468240129228797/8796093022208 36072024388403200/8796093022208 
-88613040475340784/17592186044416 -2040679261798401/17592186044416 -177374928411033632/35184372088832 -3075570715852799/35184372088832 
-12889366305177566/1099511627776 7700981219327999/1099511627776 -12863102412390356/1099511627776 7711973651251199/1099511627776 
17158365826252806/1099511627776 6696019270041605/1099511627776 17138125792870406/1099511627776 6684482417459203/1099511627776 
-4051066840678400/1099511627776 7230361855590403/1099511627776 -8218897232691191/2199023255552 14417250589081596/2199023255552 
5352850456576009/2199023255552 11196294391398404/2199023255552 2660740418764802/1099511627776 5607714403123201/1099511627776 
-20858614369484808/2199023255552 6529418159718391/2199023255552 -20811757282918404/2199023255552 6457061801983995/2199023255552 
3448949545369599/2199023255552 17298921986457594/2199023255552 6723545228902419/4398046511104 34655560951398416/4398046511104 
1712144986931199/549755813888 -1447604466483198/549755813888 3410412280217602/1099511627776 -2923257921535995/1099511627776 
4797145022463997/2199023255552 2253919354880004/2199023255552 19111077740543964/8796093022208 8903415195238415/8796093022208 
-5926978112716801/4398046511104 4368411236761600/4398046511104 -12186405149081636/8796093022208 8881438720000025/8796093022208 
-9943666340659196/1099511627776 8606940816998397/1099511627776 -5014881828863999/549755813888 4305797827788798/549755813888 
6642077165158405/4398046511104 17705844971929586/4398046511104 3341632195788789/2199023255552 8881676956467195/2199023255552 
92342514928844944/8796093022208 7827020893388803/8796093022208 92381880988467056/8796093022208 8346849509376003/8796093022208 
-1598975010406396/1099511627776 9001938557337595/1099511627776 -1544686665728004/1099511627776 8999764230143995/1099511627776 
3034753636761599/1099511627776 6466144986726398/1099511627776 3036193960755204/1099511627776 6458223624191997/1099511627776 
-10299252722892804/1099511627776 8427131004518401/1099511627776 -5146589265920001/549755813888 4205646236876802/549755813888 
