12834
8849800/20833 8347800/20833 26545600/62501 26206600/62501 
23506/39 -19625/39 904/1 -502/1 
20344400/62499 13818400/62499 20340600/62501 14931600/62501 
35139400/62499 9990400/62499 35135600/62501 8759600/62501 
21594400/62499 13813400/62499 21590600/62501 14936600/62501 
400/1 -494/1 50003/125 -61750/125 
6445600/62501 23874600/62501 6444400/62499 23625400/62499 
22670600/62501 17559600/62501 21579400/62499 17563400/62499 
32899598/62499 -31100/62499 32899498/62499 -6100/62499 
37500/125 -60452/125 18753796/62499 -30225500/62499 
43893998/62499 -50078/62499 43893898/62499 -25078/62499 
33865402/62501 3715100/62501 32884598/62499 3718900/62499 
18794666/20833 -33346/20833 56383898/62499 -75038/62499 
10484800/20833 8741800/20833 31545600/62501 26226600/62501 
224978/62499 43878898/62499 74986/20833 14627966/20833 
6454400/62499 26125400/62499 6545600/62501 26126600/62501 
2589800/20833 10872800/20833 7730600/62501 32619600/62501 
426/1 100/1 8874800/20833 2097800/20833 
27650600/62501 12539600/62501 27649400/62499 12460400/62499 
-2396/5 3020/5 -29950504/62499 37503596/62499 
100/1 302/1 5249900/62499 18878698/62499 
23930600/62501 20054600/62501 22819400/62499 20058400/62499 
5004/25 -11500/25 25018/125 -58000/125 
-55000/125 62508/125 -27475544/62499 31253596/62499 
22824400/62499 18808400/62499 22820600/62501 19941600/62501 
19039400/62499 27573400/62499 18960600/62501 27574600/62501 
302/1 0/1 18875202/62501 -25000/62501 
8880600/62501 7614600/62501 7869400/62499 7618400/62499 
31430600/62501 20024600/62501 31429400/62499 19975400/62499 
3020/5 -2314/5 43990804/62501 -28900502/62501 
22644400/62499 11190400/62499 22855600/62501 11191600/62501 
7504/25 -11500/25 6252932/20833 -9658500/20833 
27660600/62501 15039600/62501 9219800/20833 4986800/20833 
37625502/62501 1225020/62501 37620502/62501 1225040/62501 
31379698/62499 3699920/62499 10459866/20833 1241640/20833 
24035600/62501 28696600/62501 24034400/62499 28803400/62499 
495300/20833 11631166/20833 1484900/62499 35143498/62499 
23965600/62501 28804600/62501 23964400/62499 28695400/62499 
62748600/62501 -30774502/62501 1100/1 -492/1 
-480/1 304/1 -60000/125 37508/125 
10179400/62499 19890400/62499 10175600/62501 18859600/62501 
25033/125 -54250/125 204/1 -434/1 
400/1 -460/1 50000/125 -57902/125 
-58750/125 62503/125 -470/1 500/1 
22854400/62499 11308400/62499 22850600/62501 12441600/62501 
92/1 -510/1 500/1 -510/1 
3996100/62501 13616202/62501 3994900/62499 13883798/62499 
16389400/62499 9915400/62499 16610600/62501 9916600/62501 
21454400/62499 26185400/62499 21545600/62501 26186600/62501 
82/1 802/1 3949918/62499 50128898/62499 
895300/20833 11629566/20833 2684900/62499 35138698/62499 
27860600/62501 9961600/62501 9629800/20833 3321800/20833 
28945600/62501 23784600/62501 28944400/62499 23715400/62499 
20154400/62499 13680400/62499 20345600/62501 13681600/62501 
8964400/62499 28635400/62499 8960600/62501 27614600/62501 
6615600/62501 8626600/62501 2544800/20833 2876800/20833 
22654400/62499 13690400/62499 22650600/62501 12559600/62501 
8950600/62501 25114600/62501 2599800/20833 8372800/20833 
500/1 -434/1 500/1 -440/1 
9293266/20833 1646300/20833 27620202/62501 4940100/62501 
43993900/62499 -27525538/62499 43993600/62501 -27099462/62501 
-410/1 516/1 -400/1 516/1 
-26225504/62499 18768796/62499 -10400/25 7508/25 
16620600/62501 7416600/62501 5539800/20833 2527800/20833 
52700/627 189314/627 100/1 302/1 
-490/1 500/1 -2450/5 2496/5 
200100/62501 25101202/62501 200084/62501 25105202/62501 
6293266/20833 1241640/20833 18879698/62499 3749920/62499 
62743900/62499 -27600538/62499 62738900/62499 -27600518/62499 
2650064/62501 37620202/62501 2650044/62501 37625202/62501 
25003696/62499 -26475560/62499 8336232/20833 -8825180/20833 
31389598/62499 1224920/62499 10463166/20833 416640/20833 
149918/62499 56393998/62499 -26075582/62499 56498900/62499 
12504532/20833 -8816840/20833 37513496/62499 -26475520/62499 
30140600/62501 10029600/62501 29109400/62499 10033400/62499 
33975600/62501 31264600/62501 10924800/20833 10422800/20833 
600/1 -480/1 75000/125 -60302/125 
12634400/62499 8650400/62499 12865600/62501 8651600/62501 
27795600/62501 26211600/62501 9264800/20833 8762800/20833 
3944900/62499 32633698/62499 3919900/62499 32633798/62499 
224900/62499 18898798/62499 221100/62501 19851202/62501 
14120600/62501 7406600/62501 15129400/62499 7410400/62499 
-400/1 -410/1 100/1 -410/1 
13969400/62499 29905400/62499 14030600/62501 29906600/62501 
25129798/62499 3699920/62499 25125202/62501 3700060/62501 
2959800/20833 2461800/20833 8875600/62501 6364600/62501 
-400/1 324/1 -400/1 316/1 
-400/1 556/1 -400/1 560/1 
20105302/62501 1245100/62501 6381566/20833 416300/20833 
35315600/62501 21241600/62501 35314400/62499 21258400/62499 
34139498/62499 2488900/62499 33889498/62499 2489900/62499 
166100/62501 33601202/62501 55300/20833 11216266/20833 
2746100/62501 26111402/62501 3946100/62501 26116202/62501 
24149798/62499 -46100/62499 24149698/62499 -21100/62499 
20115202/62501 3720100/62501 6378266/20833 1241300/20833 
31365302/62501 1200060/62501 31360302/62501 1200080/62501 
11545600/62501 26146600/62501 4234800/20833 8716800/20833 
19134698/62499 3748900/62499 18879698/62499 3749920/62499 
-26125478/62501 50235804/62501 -26150478/62501 50235904/62501 
15280600/62501 29911600/62501 15279400/62499 30088400/62499 
3959900/62499 28883698/62499 3934900/62499 28883798/62499 
43978900/62499 -26275498/62499 75500/125 -52502/125 
62728900/62499 -26350498/62499 56498900/62499 -26325578/62499 
-470/1 200/1 -2350/5 994/5 
2696100/62501 26111202/62501 898300/20833 8796266/20833 
1743300/20833 12126166/20833 5225084/62501 37625502/62501 
200004/62501 37625402/62501 199916/62499 37644598/62499 
-2873100/6251 2490304/6251 -460/1 304/1 
-50000/125 25492/125 -51250/125 25497/125 
-470/1 -400/1 -476/1 -400/1 
90/1 -492/1 100/1 -482/1 
-28650498/62501 43990804/62501 -28675498/62501 43990904/62501 
10002/25 -10500/25 400/1 -420/1 
1100/1 -472/1 111488/101 -46702/101 
14115600/62501 8656600/62501 4704800/20833 2947800/20833 
21589400/62499 15063400/62499 21585600/62501 16186600/62501 
36515600/62501 33746600/62501 600/1 540/1 
-61250/125 62503/125 -490/1 500/1 
400/1 -464/1 50008/125 -58000/125 
18905600/62501 13824600/62501 18904400/62499 13675400/62499 
-27375478/62501 62741004/62501 -28024478/62501 62743600/62501 
196100/62501 26101202/62501 194900/62499 26398798/62499 
20244400/62499 36180400/62499 20255600/62501 36181600/62501 
12804400/62499 23848400/62499 12800600/62501 24901600/62501 
600/1 -444/1 600/1 -454/1 
24100600/62501 12446600/62501 25149400/62499 12450400/62499 
13970600/62501 30094600/62501 4259800/20833 10032800/20833 
2132/5 0/5 2108/5 0/5 
-330428/753 376612/753 -9141848/20833 10417932/20833 
31474400/62499 31225400/62499 31525600/62501 31226600/62501 
27889598/62499 2488900/62499 27610402/62501 2490100/62501 
16365202/62501 3735100/62501 16360202/62501 2485100/62501 
31540600/62501 27476600/62501 31539400/62499 27523400/62499 
225004/62501 31375402/62501 4/1 502/1 
-9158508/20833 12502832/20833 -27475544/62499 37503496/62499 
1451100/62501 31106302/62501 1450900/62499 31143698/62499 
9055600/62501 23636600/62501 9054400/62499 23863400/62499 
600/1 240/1 36589400/62499 15003400/62499 
31375302/62501 3700060/62501 31370302/62501 3700080/62501 
17715600/62501 28829600/62501 5904800/20833 9556800/20833 
32879698/62499 4943900/62499 10959866/20833 1656300/20833 
32799400/62499 25018400/62499 32700600/62501 25019600/62501 
10007/25 -10250/25 10006/25 -10500/25 
31389698/62499 1199920/62499 31389598/62499 1224920/62499 
16620600/62501 7416600/62501 17629400/62499 7420400/62499 
37615302/62501 -74960/62501 37610302/62501 -74940/62501 
-416/1 300/1 -410/1 300/1 
12523/125 -56750/125 2504/25 -11500/25 
2704900/62499 36388598/62499 893300/20833 12129566/20833 
31263596/62499 -27725500/62499 2520/5 -2218/5 
15215600/62501 28839600/62501 15214400/62499 28660400/62499 
15044/25 0/25 37610502/62501 -24940/62501 
35100202/62501 -89900/62501 11383266/20833 -28700/20833 
33870402/62501 4965100/62501 10959866/20833 1656300/20833 
29005600/62501 36216600/62501 29004400/62499 36283400/62499 
504/1 -424/1 2520/5 -2118/5 
35240600/62501 35009600/62501 35239400/62499 34990400/62499 
-60000/125 37508/125 -480/1 300/1 
50231004/62501 -26425502/62501 50230904/62501 -26400502/62501 
-52352/125 62500/125 -416/1 500/1 
-410/1 104/1 -410/1 100/1 
184900/62499 28898798/62499 -400/1 464/1 
483300/20833 8381266/20833 83300/20833 8382866/20833 
11759800/20833 10002800/20833 35275600/62501 31241600/62501 
221100/62501 26101302/62501 246100/62501 26101402/62501 
10189400/62499 22390400/62499 10310600/62501 22391600/62501 
-9941834/20833 18831300/20833 -29875498/62501 56495904/62501 
36555600/62501 23746600/62501 600/1 380/1 
2520/5 -2118/5 2520/5 -2116/5 
25285600/62501 28701600/62501 26464400/62499 28705400/62499 
43990904/62501 -26425462/62501 43990804/62501 -26400462/62501 
18875600/62501 6324600/62501 302/1 100/1 
26510600/62501 34956600/62501 26509400/62499 35043400/62499 
62746004/62501 -27625462/62501 1004/1 -442/1 
17739400/62499 34920400/62499 17760600/62501 34921600/62501 
899972/20833 8378266/20833 2699900/62499 25138798/62499 
204/1 -440/1 5006/25 -11000/25 
200/1 -410/1 200/1 -420/1 
6299800/20833 4141800/20833 19100600/62501 12426600/62501 
204/1 -434/1 204/1 -424/1 
-2498/5 3020/5 -500/1 604/1 
5239900/62499 21378698/62499 1738300/20833 7126266/20833 
11559400/62499 22603400/62499 11555600/62501 23646600/62501 
244/1 600/1 15245600/62501 36339600/62501 
6465600/62501 28874600/62501 2154800/20833 9541800/20833 
204/1 -420/1 5008/25 -10500/25 
21445600/62501 23814600/62501 20304400/62499 23818400/62499 
25028/125 -55500/125 204/1 -444/1 
36469400/62499 29995400/62499 36530600/62501 29996600/62501 
10474800/20833 6241800/20833 31420600/62501 17524600/62501 
56493600/62501 -28299482/62501 56498600/62501 -28299462/62501 
7824400/62499 18868400/62499 7820600/62501 19881600/62501 
-10900/25 7436/25 -436/1 300/1 
-410/1 -454/1 -410/1 -470/1 
21534400/62499 28813400/62499 21530600/62501 29936600/62501 
30145600/62501 11279600/62501 29104400/62499 11283400/62499 
32765600/62501 33731600/62501 32764400/62499 33768400/62499 
-28049478/62501 56493600/62501 -28049498/62501 56488600/62501 
26619400/62499 7543400/62499 26615600/62501 8706600/62501 
8945600/62501 23864600/62501 8944400/62499 23635400/62499 
-26125458/62501 43990704/62501 -26125478/62501 43985704/62501 
9004400/62499 36363400/62499 8995600/62501 36364600/62501 
6744800/20833 11226800/20833 20265600/62501 33681600/62501 
100/1 558/1 100/1 562/1 
2675084/62501 31365202/62501 2675064/62501 31370202/62501 
100/1 -454/1 100/1 -460/1 
27630600/62501 7539600/62501 9209800/20833 2486800/20833 
27805600/62501 23711600/62501 27804400/62499 23788400/62499 
16389400/62499 9915400/62499 16385600/62501 8834600/62501 
32710600/62501 27519600/62501 31539400/62499 27523400/62499 
5934800/20833 7942800/20833 17695600/62501 23829600/62501 
32855600/62501 11231600/62501 33894400/62499 11235400/62499 
36639598/62499 2453900/62499 12213166/20833 826300/20833 
32600202/62501 -79900/62501 31649798/62499 -76100/62499 
-10400/25 5004/25 -10400/25 5006/25 
32615302/62501 3695100/62501 31634698/62499 3698900/62499 
20100202/62501 -29900/62501 6383266/20833 -8700/20833 
582/1 100/1 566/1 100/1 
2144800/20833 7041800/20833 6565600/62501 21126600/62501 
31375202/62501 4925080/62501 31370402/62501 3725080/62501 
31399498/62499 -100/62499 31394498/62499 -80/62499 
-2050/5 1982/5 -410/1 304/1 
36379400/62499 7495400/62499 36620600/62501 7496600/62501 
43884098/62499 2424922/62499 14626366/20833 808314/20833 
-8675194/20833 14666300/20833 -26050502/62499 50228900/62499 
302/1 80/1 60686/201 16100/201 
9259800/20833 10012800/20833 27720600/62501 30039600/62501 
32644498/62499 1244900/62499 32639798/62499 2419900/62499 
204/1 -474/1 204/1 -464/1 
-11900/25 4976/25 -476/1 200/1 
27835600/62501 16211600/62501 28914400/62499 16215400/62499 
37625202/62501 3650060/62501 37620202/62501 3650080/62501 
24105600/62501 11196600/62501 8034800/20833 3767800/20833 
111480/101 -42682/101 111488/101 -42662/101 
199978/62499 50128898/62499 58326/20833 16709666/20833 
1400024/62501 37625202/62501 1399916/62499 37639798/62499 
31475600/62501 31274600/62501 31474400/62499 31225400/62499 
10539800/20833 2507800/20833 31380600/62501 7524600/62501 
1431100/62501 36106302/62501 1456100/62501 36106402/62501 
11509400/62499 35103400/62499 11490600/62501 35104600/62501 
21489400/62499 34935400/62499 21485600/62501 33814600/62501 
31644698/62499 1198900/62499 31394698/62499 1199900/62499 
8905600/62501 13864600/62501 8904400/62499 13635400/62499 
22840600/62501 14941600/62501 22839400/62499 15058400/62499 
21580600/62501 17436600/62501 22669400/62499 17440400/62499 
-374730/893 443272/893 -420/1 404/1 
7544/25 0/25 18860202/62501 -24940/62501 
17780600/62501 29921600/62501 17779400/62499 30078400/62499 
19040600/62501 27426600/62501 20209400/62499 27430400/62499 
21559400/62499 22563400/62499 21555600/62501 23686600/62501 
10354400/62499 11358400/62499 10145600/62501 11359600/62501 
35254400/62499 36258400/62499 35245600/62501 36259600/62501 
19045600/62501 26176600/62501 6734800/20833 8726800/20833 
27720600/62501 30039600/62501 26529400/62499 30043400/62499 
17820600/62501 19921600/62501 5939800/20833 6692800/20833 
300/1 -440/1 204/1 -440/1 
-51250/125 37997/125 -51250/125 37543/125 
34149698/62499 -61100/62499 33899698/62499 -60100/62499 
-27300502/62499 50233900/62499 -27375498/62501 50235804/62501 
32790600/62501 27481600/62501 10929800/20833 9172800/20833 
29044400/62499 26283400/62499 28955600/62501 26284600/62501 
31465600/62501 28774600/62501 10094800/20833 9592800/20833 
7839400/62499 15118400/62499 7835600/62501 16131600/62501 
12501232/20833 -9641840/20833 3020/5 -2314/5 
-52500/125 50008/125 -26225564/62499 25003696/62499 
23855302/62501 1230100/62501 23855202/62501 1205100/62501 
11299800/20833 4161800/20833 34100600/62501 12486600/62501 
22740600/62501 35059600/62501 7169800/20833 11687800/20833 
12870600/62501 7401600/62501 4289800/20833 2532800/20833 
-26125498/62501 50230804/62501 -26150438/62501 43995804/62501 
28954400/62499 26215400/62499 29045600/62501 26216600/62501 
-28625498/62501 43990704/62501 -2292/5 3020/5 
-426/1 -410/1 -416/1 -400/1 
201100/62501 31101302/62501 226100/62501 31101402/62501 
28940600/62501 22534600/62501 28939400/62499 22465400/62499 
225044/62501 25115302/62501 1450044/62501 25120202/62501 
5529800/20833 5027800/20833 16410600/62501 15084600/62501 
7719400/62499 29880400/62499 7715600/62501 28869600/62501 
-27375478/62501 43990704/62501 -27375498/62501 43985704/62501 
20916300/20833 -8783526/20833 62643898/62499 -100078/62499 
5201100/62501 31121302/62501 5200900/62499 31128698/62499 
2711100/62501 34861402/62501 2710900/62499 34888598/62499 
9054400/62499 23863400/62499 9050600/62501 24886600/62501 
12815600/62501 21151600/62501 12814400/62499 21348400/62499 
-10400/25 9916/25 -416/1 400/1 
-456/1 600/1 -9374848/20833 12500300/20833 
2741100/62501 21111302/62501 913300/20833 7129566/20833 
37605202/62501 -99920/62501 600/1 -420/1 
-55000/125 50028/125 -55000/125 50018/125 
10360600/62501 9891600/62501 10359400/62499 10108400/62499 
21550600/62501 24936600/62501 21549400/62499 25063400/62499 
30110202/62501 2430100/62501 30105402/62501 1230100/62501 
-2296/5 2520/5 -28700504/62499 31258696/62499 
-27350542/62499 62743900/62499 -9116854/20833 20916300/20833 
1486100/62501 28606402/62501 2686100/62501 28611202/62501 
3925084/62501 37620302/62501 3950084/62501 37620402/62501 
11329800/20833 11661800/20833 33985600/62501 33764600/62501 
9704800/20833 2927800/20833 29110600/62501 9966600/62501 
-496/1 300/1 -490/1 300/1 
1308300/20833 10461266/20833 2749900/62499 31388498/62499 
-418/1 904/1 -26125438/62501 56495904/62501 
188098/312 -156875/312 31358/52 -26125/52 
22689400/62499 22440400/62499 22685600/62501 21309600/62501 
22855600/62501 11191600/62501 7964800/20833 3731800/20833 
56496004/62501 -27650462/62501 62736004/62501 -27625502/62501 
9004400/62499 36363400/62499 144/1 600/1 
10170600/62501 17609600/62501 9079400/62499 17613400/62499 
-59802/125 75000/125 -2394/5 2520/5 
1436100/62501 34856302/62501 1461100/62501 34856402/62501 
36389498/62499 2479900/62499 36360502/62501 2480100/62501 
56488600/62501 -27049482/62501 56486004/62501 -26400482/62501 
-54952/125 75000/125 -440/1 504/1 
11354800/20833 7087800/20833 33935600/62501 21264600/62501 
10004/25 -11000/25 10002/25 -11000/25 
-50000/125 37548/125 -50000/125 37992/125 
-53750/125 62503/125 -52500/125 62508/125 
21365302/62501 3740100/62501 21365202/62501 3715100/62501 
24034400/62499 28803400/62499 24030600/62501 29946600/62501 
23885600/62501 8804600/62501 23884400/62499 8695400/62499 
23850302/62501 -19900/62501 22899698/62499 -16100/62499 
20244400/62499 36180400/62499 20240600/62501 35069600/62501 
28945600/62501 23784600/62501 27804400/62499 23788400/62499 
30334400/62499 16278400/62499 30165600/62501 16279600/62501 
200/1 -494/1 25003/125 -61750/125 
15139400/62499 9910400/62499 15360600/62501 9911600/62501 
12625600/62501 6349600/62501 3874800/20833 2117800/20833 
8799800/20833 4151800/20833 26395600/62501 11294600/62501 
31263596/62499 -26475520/62499 31268596/62499 -26475500/62499 
27715600/62501 28789600/62501 27714400/62499 28710400/62499 
14074400/62499 18843400/62499 14070600/62501 19906600/62501 
75000/125 -55452/125 600/1 -444/1 
5199916/62499 37624598/62499 1724972/20833 12541566/20833 
43878898/62499 2474942/62499 37634398/62499 2499920/62499 
21390600/62501 10064600/62501 7129800/20833 3311800/20833 
32724400/62499 31230400/62499 32720600/62501 30019600/62501 
225100/62501 18851202/62501 225084/62501 18855202/62501 
31435600/62501 21274600/62501 10104800/20833 7092800/20833 
47300/753 375106/753 2725900/62499 31138598/62499 
-12400/25 2496/25 -496/1 100/1 
7506/25 -10000/25 1501/5 -2050/5 
4229800/20833 7466800/20833 12810600/62501 22401600/62501 
1409900/62499 35143798/62499 78300/20833 11716166/20833 
31549400/62499 25023400/62499 31450600/62501 25024600/62501 
-26225564/62499 18753796/62499 -10400/25 7502/25 
43988600/62501 -27099482/62501 43993600/62501 -27099462/62501 
5224900/62499 31378598/62499 1733300/20833 10459566/20833 
5109800/20833 5862800/20833 15170600/62501 17589600/62501 
3950064/62501 37625402/62501 3949916/62499 37629598/62499 
2700044/62501 31375302/62501 2725044/62501 31375402/62501 
-2198/5 1520/5 -27475504/62499 18763796/62499 
7864400/62499 8868400/62499 7635600/62501 8869600/62501 
10220600/62501 30109600/62501 10219400/62499 29890400/62499 
3944900/62499 26383798/62499 3941100/62501 27366202/62501 
26649698/62499 -31100/62499 26350302/62501 -29900/62501 
484/1 600/1 30245600/62501 36279600/62501 
5219900/62499 26378698/62499 5194900/62499 26378798/62499 
25120302/62501 1225040/62501 25115302/62501 1225060/62501 
31495600/62501 36274600/62501 10084800/20833 12092800/20833 
-50000/125 37538/125 -50000/125 37548/125 
1484900/62499 35143498/62499 1481100/62501 36106502/62501 
404/1 -464/1 2020/5 -2318/5 
34134598/62499 3713900/62499 11378166/20833 1246300/20833 
2729900/62499 30138598/62499 2726100/62501 31111402/62501 
400/1 -460/1 304/1 -460/1 
50245904/62501 -26400442/62501 50245804/62501 -26375442/62501 
36574400/62499 18753400/62499 36570600/62501 19996600/62501 
1425024/62501 31375202/62501 474972/20833 10463266/20833 
2716100/62501 33611402/62501 2741100/62501 33611502/62501 
75000/125 -55352/125 12501232/20833 -9225180/20833 
33850502/62501 -9900/62501 32899498/62499 -6100/62499 
62500/125 -60452/125 31253596/62499 -30225500/62499 
21379400/62499 7435400/62499 21620600/62501 7436600/62501 
304/1 -480/1 7502/25 -12000/25 
27730600/62501 32539600/62501 27729400/62499 32460400/62499 
5234900/62499 22628698/62499 5209900/62499 22628798/62499 
6739800/20833 9976800/20833 20215600/62501 28819600/62501 
26430600/62501 20044600/62501 8809800/20833 6651800/20833 
22629400/62499 7440400/62499 22870600/62501 7441600/62501 
2734900/62499 22638698/62499 903300/20833 7546266/20833 
7584800/20833 12102800/20833 22745600/62501 36309600/62501 
5004/25 -11000/25 5002/25 -11000/25 
26575600/62501 18706600/62501 9224800/20833 6236800/20833 
-10400/25 10006/25 -10400/25 10008/25 
7770600/62501 32381600/62501 2589800/20833 10872800/20833 
-26000496/62501 37520600/62501 -52002/125 75500/125 
25100302/62501 -24900/62501 25100202/62501 -49900/62501 
15205600/62501 26339600/62501 14044400/62499 26343400/62499 
5194900/62499 32628698/62499 5191100/62501 33621302/62501 
-400/1 184/1 -400/1 196/1 
10339400/62499 15108400/62499 10160600/62501 15109600/62501 
43988900/62499 -27525518/62499 43988600/62501 -27099482/62501 
548/1 -400/1 544/1 -400/1 
3809800/20833 6631800/20833 11570600/62501 19896600/62501 
14010600/62501 34906600/62501 5079800/20833 11636800/20833 
1002/1 18/1 56388998/62499 1149922/62499 
2554800/20833 5376800/20833 7660600/62501 15119600/62501 
504/1 -464/1 2520/5 -2318/5 
236100/62501 34851502/62501 235900/62499 34898498/62499 
-400/1 -454/1 100/1 -454/1 
1002/1 78/1 37624498/62499 4974920/62499 
62/1 902/1 891646/20833 18792966/20833 
6714800/20833 3726800/20833 20355600/62501 11181600/62501 
1100/1 -432/1 111472/101 -42702/101 
30350600/62501 12471600/62501 31399400/62499 12475400/62499 
12124800/20833 2081800/20833 36370502/62501 4980100/62501 
11369800/20833 3337800/20833 33890600/62501 10014600/62501 
-57002/125 75500/125 -28525502/62499 43988900/62499 
-428300/893 267172/893 -11900/25 7476/25 
1475044/62501 18870202/62501 1475024/62501 18875202/62501 
17754400/62499 36328400/62499 284/1 600/1 
7502/25 -12000/25 18753796/62499 -30225500/62499 
50246004/62501 -30175502/62501 50245904/62501 -30150502/62501 
35170600/62501 17509600/62501 11359800/20833 5837800/20833 
-2050/5 1982/5 -400/1 396/1 
24065600/62501 21196600/62501 8394800/20833 7066800/20833 
3981100/62501 17366202/62501 3979900/62499 17633798/62499 
460/1 -400/1 448/1 -400/1 
12544866/20833 816640/20833 37634498/62499 2474920/62499 
20344400/62499 13818400/62499 20155600/62501 13819600/62501 
7795600/62501 26131600/62501 2984800/20833 8711800/20833 
1475084/62501 18860202/62501 1475064/62501 18865202/62501 
-418/1 804/1 -26125438/62501 50245804/62501 
-410/1 576/1 -400/1 576/1 
300/1 -420/1 204/1 -420/1 
500/1 -454/1 500/1 -460/1 
17884798/62499 3728900/62499 17879798/62499 4978900/62499 
12154800/20833 9581800/20833 36460600/62501 27504600/62501 
28909400/62499 14965400/62499 29090600/62501 14966600/62501 
75000/125 -57852/125 75000/125 -57902/125 
4289800/20833 2532800/20833 12865600/62501 8651600/62501 
10544866/20833 1241300/20833 31634498/62499 3748900/62499 
17605202/62501 1230100/62501 1408/5 0/5 
3979900/62499 17633798/62499 3976100/62501 18616202/62501 
50129098/62499 1149962/62499 16709666/20833 391654/20833 
15310600/62501 22411600/62501 15309400/62499 22588400/62499 
-26200544/62499 25008796/62499 -10400/25 10004/25 
-6475/13 1299/13 -12400/25 2496/25 
488300/20833 7131266/20833 1461100/62501 22356202/62501 
27729400/62499 32460400/62499 27725600/62501 31289600/62501 
6469400/62499 29875400/62499 6465600/62501 28874600/62501 
28965600/62501 28784600/62501 9654800/20833 9571800/20833 
344/1 600/1 21495600/62501 36314600/62501 
-28099458/62501 43998600/62501 -9508514/20833 14666300/20833 
1496100/62501 19856302/62501 498300/20833 6714566/20833 
225064/62501 31360402/62501 1425064/62501 31365202/62501 
27830600/62501 17461600/62501 27829400/62499 17538400/62499 
-416/1 600/1 -26000436/62501 37505600/62501 
10140600/62501 10109600/62501 9109400/62499 10113400/62499 
-416/1 400/1 -410/1 400/1 
200044/62501 37615402/62501 200024/62501 37620402/62501 
30234400/62499 33720400/62499 30230600/62501 32529600/62501 
80300/20833 11216166/20833 239900/62499 33898498/62499 
7870600/62501 7381600/62501 2959800/20833 2461800/20833 
56498600/62501 -27049442/62501 62733600/62501 -27024502/62501 
32630600/62501 7519600/62501 10539800/20833 2507800/20833 
499972/20833 10463166/20833 1474916/62499 31389598/62499 
16504400/62499 36333400/62499 16495600/62501 36334600/62501 
3966100/62501 27366302/62501 3991100/62501 27366402/62501 
-51250/125 37523/125 -50000/125 37528/125 
36465600/62501 28754600/62501 12154800/20833 9581800/20833 
31549400/62499 25023400/62499 31545600/62501 26226600/62501 
25219400/62499 29950400/62499 25215600/62501 28799600/62501 
17870600/62501 7421600/62501 18879400/62499 7425400/62499 
-456/1 404/1 -11400/25 12446/25 
37620502/62501 1225040/62501 37615502/62501 1225060/62501 
50240904/62501 -28900502/62501 50240804/62501 -28875502/62501 
184900/62499 35148698/62499 181100/62501 36101302/62501 
4664800/20833 12051800/20833 13990600/62501 35094600/62501 
204/1 -494/1 204/1 -484/1 
1466100/62501 33606402/62501 1491100/62501 33606502/62501 
32639498/62499 2494900/62499 10878266/20833 1223300/20833 
404/1 -500/1 404/1 -494/1 
1450064/62501 37615402/62501 1475064/62501 37615502/62501 
25134400/62499 8700400/62499 25130600/62501 7549600/62501 
6414400/62499 16125400/62499 6585600/62501 16126600/62501 
-490/1 100/1 -2450/5 498/5 
10129400/62499 7390400/62499 10125600/62501 6359600/62501 
56498900/62499 -30075518/62499 18831300/20833 -10025166/20833 
10884800/20833 4576800/20833 32650600/62501 12519600/62501 
25190600/62501 22549600/62501 8019800/20833 7517800/20833 
2579800/20833 11626800/20833 7760600/62501 34881600/62501 
43988600/62501 -27099482/62501 43986004/62501 -26450482/62501 
-58750/125 62503/125 -57500/125 62508/125 
-27425478/62501 50241004/62501 -28074478/62501 50243600/62501 
11435600/62501 21354600/62501 11434400/62499 21145400/62499 
1449916/62499 25139798/62499 249916/62499 25144598/62499 
200/1 -420/1 200/1 -424/1 
31385600/62501 8774600/62501 31384400/62499 8725400/62499 
-26050582/62499 50248900/62499 -418/1 804/1 
21429400/62499 19935400/62499 21425600/62501 18814600/62501 
10145600/62501 11359600/62501 3034800/20833 3787800/20833 
25003/125 -56750/125 200/1 -460/1 
30325600/62501 18721600/62501 30324400/62499 18778400/62499 
18831300/20833 -9191846/20833 56493600/62501 -27049462/62501 
35314400/62499 21258400/62499 35185600/62501 21259600/62501 
10422932/20833 -8808500/20833 2520/5 -2114/5 
6530600/62501 29876600/62501 6529400/62499 30123400/62499 
3921100/62501 32366202/62501 3920900/62499 32383798/62499 
39150/209 20555/209 12624400/62499 6150400/62499 
224900/62499 18898798/62499 -400/1 304/1 
37625402/62501 1200020/62501 37625302/62501 1175020/62501 
1414900/62499 33893798/62499 1411100/62501 34856202/62501 
7624400/62499 6130400/62499 7875600/62501 6131600/62501 
2671100/62501 32361202/62501 2696100/62501 32361302/62501 
5210900/62499 34878598/62499 5185900/62499 34878698/62499 
-28625478/62501 50245804/62501 -28625498/62501 50240804/62501 
17665600/62501 16329600/62501 16584400/62499 16333400/62499 
30360600/62501 9971600/62501 10119800/20833 3342800/20833 
-400/1 -460/1 -400/1 -454/1 
10285600/62501 28641600/62501 10284400/62499 28858400/62499 
200100/62501 25101202/62501 225100/62501 25101302/62501 
43985804/62501 -26400482/62501 43990804/62501 -26400462/62501 
30365600/62501 8721600/62501 30364400/62499 8778400/62499 
-8725168/20833 12506232/20833 -26175524/62499 37513696/62499 
11344800/20833 9587800/20833 33965600/62501 28764600/62501 
62746004/62501 -30125502/62501 62743900/62499 -30100498/62499 
